"_1DNjI href","_3vnjf src","_2Ks63","YBbhy","_2poNJ","_2VQu4","_2jcGx","_2cbZ2 href"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-00-sq-ft-in-sector-115-kharar-iid-1846463554","₹ 24,000","2 BHK - 2 Bathroom - 00 sqft","2 bhk available for rent in exotica homez","Sector 115, Kharar","Jun 15",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-4-bhk-builder-floors-408-sq-ft-in-garden-colony-kharar-iid-1846465467","₹ 4,500","4 BHK - 3 Bathroom - 408 sqft","PG for GIRLS NEAR CU AUTO STAND BUS STAND KHARAR WITH GATED SOCIETY","Garden Colony, Kharar","Jun 15","https://apollo.olx.in/v1/files/drz99mptwv3o-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-180-sq-ft-in-sector-116-mohali-iid-1846465261","₹ 11,000","2 BHK - 2 Bathroom - 180 sqft","1 room available for couple/girls","Sector 116, Mohali","Jun 15",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-200-sq-ft-in-sector-117-mohali-iid-1846447411","₹ 10,000","2 BHK - 2 Bathroom - 200 sqft","One room is available for girl  in 2 bhk fully furnished flat","Sector 117, Mohali","Jun 14","https://apollo.olx.in/v1/files/2xrja0vw35zc3-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1000-sq-ft-in-sector-127-mohali-iid-1846454867","₹ 15,500","2 BHK - 2 Bathroom - 1000 sqft","2 BHK Fully furnished for Rent !!","Sector 127, Mohali","Jun 14",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-00-sq-ft-in-sector-124-mohali-iid-1845294776","₹ 8,000","1 BHK - 1 Bathroom - 00 sqft","1 room available for girls in 2BHK FLAT","Sector 124, Mohali","Jun 14","https://apollo.olx.in/v1/files/bfre9h1opvdt1-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-1000-sq-ft-in-anaj-mandi-purani-chungi-kharar-iid-1846452865","₹ 10,000","1 BHK - 1 Bathroom - 1000 sqft","Need a Guy for roommate of 1st sem","Anaj Mandi Purani Chungi, Kharar","Jun 14","https://apollo.olx.in/v1/files/gp7z0crwg8qw2-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-440-sq-ft-in-sector-127-mohali-iid-1846443638","₹ 10,000","2 BHK - 2 Bathroom - 440 sqft","Room for rent","Sector 127, Mohali","Jun 14","https://apollo.olx.in/v1/files/g1gkv3yczztv-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-2250-sq-ft-in-sector-123-mohali-iid-1846063042","₹ 35,000","3 BHK - 3 Bathroom - 2250 sqft","3bhk independent fully furnished ground floor flat for rent","Sector 123, Mohali","Jun 14",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-500-sq-ft-in-sector-117-mohali-iid-1846432797","₹ 17,000","1 BHK - 1 Bathroom - 500 sqft","Decent home 117 near airport road","Sector 117, Mohali","Jun 14",""
"","₹ 10,000","4+ BHK - 4+ Bathroom - 1100 sqft","Kothi available for rent with Luxury Rooms 1st Floor 3 BHK @ 20000 per","Khanpur, Kharar","Jun 14",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-0001-sq-ft-in-guru-teg-bahadur-nagar-kharar-iid-1846429728","₹ 11,000","2 BHK - 1 Bathroom - 0001 sqft","Avelable for rent form 1 july 2026","Guru Teg Bahadur Nagar, Kharar","Jun 14",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-4-sq-ft-in-sunny-enclave-kharar-iid-1846426159","₹ 4,333","3 BHK - 3 Bathroom - 4 sqft","Female Roommate required for sharing","Sunny Enclave, Kharar","Jun 14",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-200-sq-ft-in-sector-127-kharar-iid-1846246769","₹ 10,000","1 BHK - 1 Bathroom - 200 sqft","1 bhk flat for rent","Sector 127, Kharar","Jun 14",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-125-sq-ft-in-sector-124-mohali-iid-1846423346","₹ 17,000","2 BHK - 2 Bathroom - 125 sqft","Fully furnished owner free 2bhk","Sector 124, Mohali","Jun 14",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-100-sq-ft-in-khanpur-kharar-iid-1846421942","₹ 14,500","2 BHK - 2 Bathroom - 100 sqft","2 bhk flat for rent","Khanpur, Kharar","Jun 14",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-900-sq-ft-in-sector-126-kharar-iid-1846421205","₹ 12,500","2 BHK - 2 Bathroom - 900 sqft","2 Bhk for rent","Sector 126, Kharar","Jun 14",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-900-sq-ft-in-airport-road-mohali-iid-1846412316","₹ 17,000","2 BHK - 2 Bathroom - 900 sqft","Semi-Furnished 2BHK Flat for Rent  Family Only  Parking Available","Airport Road, Mohali","Jun 14",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-2100-sq-ft-in-sante-majra-kharar-iid-1846408684","₹ 25,000","3 BHK - 3 Bathroom - 2100 sqft","3bkh fully furnished flat in sector 115 world one","Sante Majra, Kharar","Jun 14",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-900-sq-ft-in-anaj-mandi-purani-chungi-kharar-iid-1846407712","₹ 14,999","2 BHK - 2 Bathroom - 900 sqft","2BHK Flat for rent","Anaj Mandi Purani Chungi, Kharar","Jun 14",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-100000-sq-ft-in-airport-road-mohali-iid-1846399071","₹ 12,000","2 BHK - 2 Bathroom - 100000 sqft","Flae mate required","Airport Road, Mohali","Jun 14",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-4-bhk-houses-villas-800-sq-ft-in-guru-teg-bahadur-nagar-kharar-iid-1846391517","₹ 15,000","4 BHK - 4 Bathroom - 800 sqft","4bhk room for rent for family/0college/job-Boys and Girls","Guru Teg Bahadur Nagar, Kharar","Jun 14",""
"","₹ 18,000","2 BHK - 2 Bathroom - 990 sqft","2bhk , 2 bhk flat to rent with all ameneties in gated community","Sector 127, Kharar","Jun 14",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-100-sq-ft-in-gillco-valley-kharar-iid-1846390394","₹ 7,500","1 BHK - 1 Bathroom - 100 sqft","Room attached with kitchen and washroom available","Gillco Valley, Kharar","Jun 14",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1000-sq-ft-in-khuni-majra-mohali-iid-1826008025","₹ 18,000","2 BHK - 2 Bathroom - 1000 sqft","2 BHK for rent","Khuni Majra, Mohali","Jun 14",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-100-sq-ft-in-green-enclave-colony-mohali-iid-1846386052","₹ 5,500","1 BHK - 1 Bathroom - 100 sqft","Balongi , nit and clean room, coolar fridge wifi","Green Enclave Colony, Mohali","Jun 14",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1200-sq-ft-in-garden-colony-kharar-iid-1846384372","₹ 15,000","2 BHK - 2 Bathroom - 1200 sqft","Independent Flat for students","Garden Colony, Kharar","Jun 14",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-800-sq-ft-in-khuni-majra-mohali-iid-1846352131","₹ 18,000","2 BHK - 2 Bathroom - 800 sqft","2Bhk fully furnished Rent 18000 Witout brokrege","Khuni Majra, Mohali","Jun 14",""
"","₹ 22,000","3 BHK - 3 Bathroom - 1500 sqft","3room set for boys,girls,couple fully furnished","Khanpur, Kharar","Jun 14",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-600-sq-ft-in-mander-nagar-kharar-iid-1846372952","₹ 8,500","1 BHK - 1 Bathroom - 600 sqft","1 RK fully furnished","Mander Nagar, Kharar","Jun 14",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-flats-apartments-1200-sq-ft-in-airport-road-mohali-iid-1846371301","₹ 18,000","2 BHK - 2 Bathroom - 1200 sqft","2bhk fully furnished","Airport Road, Mohali","Jun 14",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1526-sq-ft-in-sector-115-kharar-iid-1845686116","₹ 16,500","3 BHK - 2 Bathroom - 1526 sqft","GROUND FLOOR 3 BHK Furnished Flat For Rent only for Family","Sector 115, Kharar","Jun 14",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-1200-sq-ft-in-sector-125-mohali-iid-1846362724","₹ 11,000","1 BHK - 1 Bathroom - 1200 sqft","1BHK fully independent","Sector 125, Mohali","Jun 14",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1380-sq-ft-in-sector-126-kharar-iid-1846360599","₹ 25,000","2 BHK - 2 Bathroom - 1380 sqft","2bhk fully furnished flat in Kharar owner free","Sector 126, Kharar","Jun 13",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-800-sq-ft-in-garden-colony-kharar-iid-1846357478","₹ 20,000","2 BHK - 2 Bathroom - 800 sqft","2 bhk fully furnished independant flat","Garden Colony, Kharar","Jun 13",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-558-sq-ft-in-new-hari-enclave-kharar-iid-1840354950","https://apollo.olx.in/v1/files/2ajjouulgcwo2-IN/image;s=150x0;q=50;f=webp;","₹ 5,000","1 BHK - 1 Bathroom - 558 sqft","Room for rent","New Hari Enclave, Kharar","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-100-sq-ft-in-khanpur-kharar-iid-1846300136","","₹ 7,500","1 BHK - 1 Bathroom - 100 sqft","Beside future height and amayra greens","Khanpur, Kharar","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1550-sq-ft-in-sector-115-kharar-iid-1846351196","https://apollo.olx.in/v1/files/ujwvcvvkut5j1-IN/image;s=150x0;q=50;f=webp;","₹ 22,500","2 BHK - 2 Bathroom - 1550 sqft","2bhk furnished flat","Sector 115, Kharar","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-700-sq-ft-in-sector-126-kharar-iid-1846338916","https://apollo.olx.in/v1/files/q9xiazgmuc1c3-IN/image;s=150x0;q=50;f=webp;","₹ 8,200","1 BHK - 1 Bathroom - 700 sqft","Single room fully furnished, freez, bed, almira RO","Sector 126, Kharar","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-flats-apartments-800-sq-ft-in-khuni-majra-mohali-iid-1846333265","https://apollo.olx.in/v1/files/ontli2wzetg82-IN/image;s=150x0;q=50;f=webp;","₹ 19,000","2 BHK - 2 Bathroom - 800 sqft","2Bhk fully furnished 19000k rent","Khuni Majra, Mohali","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-1200-sq-ft-in-sector-126-kharar-iid-1846331105","","₹ 14,000","1 BHK - 1 Bathroom - 1200 sqft","1BHK fully furnished flat","Sector 126, Kharar","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1500-sq-ft-in-sector-124-mohali-iid-1846310391","","₹ 20,000","3 BHK - 2 Bathroom - 1500 sqft","3 bhk for rent","Sector 124, Mohali","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-900-sq-ft-in-sector-126-mohali-iid-1846318965","https://apollo.olx.in/v1/files/m4nfo3hgi0dj-IN/image;s=150x0;q=50;f=webp;","₹ 8,200","3 BHK - 3 Bathroom - 900 sqft","1 room +wasroom in 3 bhk flat","Sector 126, Mohali","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-2500-sq-ft-in-sector-118-mohali-iid-1846318944","https://apollo.olx.in/v1/files/vngxnyhgz4rk3-IN/image;s=150x0;q=50;f=webp;","₹ 8,500","1 BHK - 1 Bathroom - 2500 sqft","One girl roommate required already 1 girl live there","Sector 118, Mohali","Jun 13"
"","https://apollo.olx.in/v1/files/bbw5566iuggr2-IN/image;s=150x0;q=50;f=webp;","₹ 22,000","3 BHK - 3 Bathroom - 1350 sqft","3bhk semi furnished gilco 127","Sector 127, Mohali","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-500-sq-ft-in-sector-125-mohali-iid-1846306241","https://apollo.olx.in/v1/files/lqruwfom10oz2-IN/image;s=150x0;q=50;f=webp;","₹ 9,000","1 BHK - 1 Bathroom - 500 sqft","One room set for all sec 125","Sector 125, Mohali","Jun 13"
"","https://apollo.olx.in/v1/files/af2tgq51v7gj-IN/image;s=150x0;q=50;f=webp;","₹ 25,000","3 BHK - 2 Bathroom - 1200 sqft","3BHK for Rent","Sector 117, Mohali","Jun 13"
"","https://apollo.olx.in/v1/files/2az3h2zpdb0r1-IN/image;s=150x0;q=50;f=webp;","₹ 40,000","4 BHK - 4 Bathroom - 1470 sqft","4bhk sector 123","Sector 123, Mohali","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1350-sq-ft-in-khanpur-kharar-iid-1846293483","","₹ 30,000","3 BHK - 3 Bathroom - 1350 sqft","Fully furnished independent 3bhk flat for rent","Khanpur, Kharar","Jun 13"
"","","₹ 16,000","2 BHK - 2 Bathroom - 000 sqft","2bhk furnished near Chandigarh University","Khanpur, Kharar","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-2200-sq-ft-in-sector-127-kharar-iid-1846285402","","₹ 30,000","3 BHK - 2 Bathroom - 2200 sqft","Furnished 3 bhk with all emenities.","Sector 127, Kharar","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1200-sq-ft-in-sante-majra-kharar-iid-1846283106","","₹ 14,000","2 BHK - 1 Bathroom - 1200 sqft","2Bhk independent fully furnished @14000","Sante Majra, Kharar","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1180-sq-ft-in-sector-126-mohali-iid-1846282820","","₹ 24,000","2 BHK - 2 Bathroom - 1180 sqft","Good condition near T.DI","Sector 126, Mohali","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-houses-villas-2800-sq-ft-in-guru-teg-bahadur-nagar-kharar-iid-1846277088","","₹ 16,000","3 BHK - 3 Bathroom - 2800 sqft","First Floor","Guru Teg Bahadur Nagar, Kharar","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1095-sq-ft-in-khanpur-kharar-iid-1846267848","","₹ 25,000","3 BHK - 3 Bathroom - 1095 sqft","3bhk fully furnished for rent in gtb nagar","Khanpur, Kharar","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-117-sq-ft-in-sector-115-mohali-iid-1846266800","","₹ 20,000","2 BHK - 2 Bathroom - 117 sqft","Sec 115 Landran road","Sector 115, Mohali","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-1000-sq-ft-in-gillco-valley-kharar-iid-1846263896","","₹ 30,000","3 BHK - 3 Bathroom - 1000 sqft","Independant 3bhk fully furnished floor for rent","Gillco Valley, Kharar","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-1000-sq-ft-in-gillco-valley-kharar-iid-1846263775","","₹ 30,000","3 BHK - 3 Bathroom - 1000 sqft","Fully furnished newely built 3bhk flat for rent","Gillco Valley, Kharar","Jun 13"
"","","₹ 25,000","3 BHK - 3 Bathroom - 1800 sqft","3 BHK Semi furnished flat with Modular kitchen & car parking","Gillco Valley, Kharar","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1-sq-ft-in-lic-colony-kharar-iid-1846236918","","₹ 16,500","2 BHK - 2 Bathroom - 1 sqft","Independent owner free near highway markit","LIC Colony, Kharar","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-500-sq-ft-in-sunny-enclave-kharar-iid-1846241681","","₹ 6,000","1 BHK - 1 Bathroom - 500 sqft","no kitchen","Sunny Enclave, Kharar","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1000-sq-ft-in-baba-deep-singh-colony-kharar-iid-1846239014","","₹ 24,000","3 BHK - 3 Bathroom - 1000 sqft","Independent 3 BHK Flat with Parking  Gillco  Fully-Furnished","Baba Deep Singh Colony, Kharar","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-750-sq-ft-in-khanpur-kharar-iid-1846233903","","₹ 20,000","2 BHK - 2 Bathroom - 750 sqft","2bhk for rent","Khanpur, Kharar","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-500-sq-ft-in-khanpur-kharar-iid-1846227465","","₹ 20,000","","Fully furnished availble for rent","Khanpur, Kharar","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-500-sq-ft-in-khuni-majra-mohali-iid-1846078117","","₹ 14,000","1 BHK - 1 Bathroom - 500 sqft","1bhk fully furnished","Khuni Majra, Mohali","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-1-sq-ft-in-ranjeet-nagar-kharar-iid-1845674127","","₹ 7,000","1 BHK - 1 Bathroom - 1 sqft","Pg for boys","Ranjeet Nagar, Kharar","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1200-sq-ft-in-mander-nagar-kharar-iid-1846215176","","₹ 14,500","2 BHK - 2 Bathroom - 1200 sqft","Newly built 2bhk floors available on rent","Mander Nagar, Kharar","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1400-sq-ft-in-sector-124-mohali-iid-1846214931","","₹ 20,000","3 BHK - 3 Bathroom - 1400 sqft","3bhk for all nearcredison hotel sec 123","Sector 124, Mohali","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-800-sq-ft-in-adarsh-nagar-ward-no-6-kharar-iid-1846214053","","₹ 10,000","2 BHK - 1 Bathroom - 800 sqft","House no 53 Ajit city sec 115 kharar","Adarsh Nagar Ward No 6, Kharar","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-4-bhk-houses-villas-250-sq-ft-in-airport-road-mohali-iid-1845961748","","₹ 15,000","4+ BHK - 4+ Bathroom - 250 sqft","Fully furnished pg for boys nd girls per seat","Airport Road, Mohali","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-82-sq-ft-in-swaraj-nagar-kharar-iid-1846211487","","₹ 11,000","2 BHK - 2 Bathroom - 82 sqft","2 bedroom with attatch bathroom semi furnished and independend","Swaraj Nagar, Kharar","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-600-sq-ft-in-garden-colony-kharar-iid-1837008102","","₹ 12,000","1 BHK - 1 Bathroom - 600 sqft","To- let for rent","Garden Colony, Kharar","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-houses-villas-1800-sq-ft-in-sunny-enclave-kharar-iid-1846202901","","₹ 95,00,000","3 BHK - 3 Bathroom - 1800 sqft","3bhk kothi in 112 gaj in sector 125","Sunny Enclave, Kharar","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-900-sq-ft-in-gillco-valley-kharar-iid-1846193776","","₹ 17,000","2 BHK - 2 Bathroom - 900 sqft","2BHK Fully Furnished Flat for Rent – Sector 115, Landran Road, Mohali","Gillco Valley, Kharar","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-130-sq-ft-in-model-town-kharar-iid-1846193744","","₹ 25,000","3 BHK - 3 Bathroom - 130 sqft","3BHK FULLY FURNISHED FLAT FOR RENT READY TO MOVE IN","Model Town, Kharar","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1198-sq-ft-in-jtpl-township-kharar-iid-1846183188","https://apollo.olx.in/v1/files/1228geghhxn3-IN/image;s=150x0;q=50;f=webp;","₹ 7,500","2 BHK - 2 Bathroom - 1198 sqft","Private Independent Room Available for Girls  Single or Double Sharin","JTPL Township, Kharar","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-150-sq-ft-in-shivalik-city-kharar-iid-1829895214","https://apollo.olx.in/v1/files/adfv19ehaoma3-IN/image;s=150x0;q=50;f=webp;","₹ 7,500","1 BHK - 1 Bathroom - 150 sqft","All room avleval 1 bhk 1 rk 1r8m set 2bhk 3 dhk","Shivalik City, Kharar","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1150-sq-ft-in-sunny-enclave-kharar-iid-1846175889","https://apollo.olx.in/v1/files/xtljrm71wffg2-IN/image;s=150x0;q=50;f=webp;","₹ 12,000","2 BHK - 2 Bathroom - 1150 sqft","2 room set with attached washroom +hall+ kitchen","Sunny Enclave, Kharar","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-168-sq-ft-in-ranjeet-nagar-kharar-iid-1846174992","https://apollo.olx.in/v1/files/tif0kv2151bg1-IN/image;s=150x0;q=50;f=webp;","₹ 15,000","1 BHK - 1 Bathroom - 168 sqft","1 bhk room for rent for girls weekly cleanliness checking","Ranjeet Nagar, Kharar","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-945-sq-ft-in-sector-123-mohali-iid-1845247906","https://apollo.olx.in/v1/files/xegb01ur9gd7-IN/image;s=150x0;q=50;f=webp;","₹ 17,000","2 BHK - 2 Bathroom - 945 sqft","Corner property","Sector 123, Mohali","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-700-sq-ft-in-khanpur-kharar-iid-1846036681","https://apollo.olx.in/v1/files/u6fsgpr86yh02-IN/image;s=150x0;q=50;f=webp;","₹ 20,000","2 BHK - 2 Bathroom - 700 sqft","Rent for 2bhk villa","Khanpur, Kharar","Jun 11"
