"_1DNjI href","_3vnjf src","_2Ks63","YBbhy","_2poNJ","_2VQu4","_2jcGx","_2cbZ2 href"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-2000-sq-ft-in-sector-61-mohali-iid-1846222136","","₹ 16,000","2 BHK - 2 Bathroom - 2000 sqft","Owner Free 1AC 2 Room Set Full Furnished Full independen Brokerage 50%","Sector 61, Mohali","Yesterday"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1600-sq-ft-in-sector-61-mohali-iid-1846479914","https://apollo.olx.in/v1/files/qvyuxc8ai63q3-IN/image;s=150x0;q=50;f=webp;","₹ 16,000","2 BHK - 1 Bathroom - 1600 sqft","1 AC 2 Room Set Full Furnished Full independent brokerage 50%","Sector 61, Mohali","Yesterday"
"","","₹ 33,000","3 BHK - 3 Bathroom - 2760 sqft","Kothi's floor for rent","New Chandigarh, Chandigarh","Yesterday"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1500-sq-ft-in-sector-113-mohali-iid-1845533613","","₹ 28,000","3 BHK - 3 Bathroom - 1500 sqft","3 bhk ( owner free ) for all","Sector 113, Mohali","Yesterday"
"","","₹ 32,000","3 BHK - 2 Bathroom - 1250 sqft","Flat for rent","New Chandigarh, Chandigarh","Yesterday"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-28-sq-ft-in-sector-71-mohali-iid-1848574826","","₹ 3,000","1 BHK - 1 Bathroom - 28 sqft","Need a roommate for sharing room","Sector 71, Mohali","Yesterday"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-650-sq-ft-in-kurali-chandigarh-rd-kharar-iid-1848168970","","₹ 10,500","1 BHK - 1 Bathroom - 650 sqft","Independent one room set furnished available for rent","Kurali Chandigarh Rd, Kharar","Yesterday"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1500-sq-ft-in-sector-41d-chandigarh-iid-1848572833","","₹ 18,000","2 BHK - 1 Bathroom - 1500 sqft","Independent 2 room set fully furnished for students working married","Sector 41D, Chandigarh","Yesterday"
"","","₹ 7,000","1 BHK - 1 Bathroom - 200 sqft","Independent room boy and girls","Sector 70, Mohali","Yesterday"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-100-sq-ft-in-balongi-mohali-iid-1848569430","","₹ 3,500","1 BHK - 1 Bathroom - 100 sqft","Single room with separate washroom","Balongi, Mohali","Yesterday"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-2250-sq-ft-in-sector-85-mohali-iid-1844882962","","₹ 45,000","3 BHK - 3 Bathroom - 2250 sqft","3bhk semi furnished flat available for rent sector 85 wave estate","Sector 85, Mohali","Yesterday"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1850-sq-ft-in-sector-88-mohali-iid-1845172031","","₹ 40,000","3 BHK - 2 Bathroom - 1850 sqft","Owner free 3bhk semi furnished flat available for rent sector 88 Hero","Sector 88, Mohali","Yesterday"
"","","₹ 30,000","3 BHK - 3 Bathroom - 1400 sqft","Fully furnished 3 bhk flat","Kurali Chandigarh Rd, Kharar","Yesterday"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1782-sq-ft-in-sector-85-mohali-iid-1847363405","","₹ 35,000","2 BHK - 2 Bathroom - 1782 sqft","2bhk fully furnished","Sector 85, Mohali","Yesterday"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1000-sq-ft-in-sector-70-mohali-iid-1847754658","","₹ 17,000","2 BHK - 1 Bathroom - 1000 sqft","2roomset for girls only independent sector 70 rent-17k","Sector 70, Mohali","Yesterday"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-550-sq-ft-in-sector-113-mohali-iid-1848560328","","₹ 6,000","1 BHK - 1 Bathroom - 550 sqft","1BHK Sharing Kharar near World One - 6k Monthly","Sector 113, Mohali","Yesterday"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-2250-sq-ft-in-sector-91-mohali-iid-1830641606","","₹ 57,000","3 BHK - 3 Bathroom - 2250 sqft","3 BHK fully furnished flat available for rent in sector 91","Sector 91, Mohali","Yesterday"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1400-sq-ft-in-sector-61-mohali-iid-1848554795","","₹ 16,000","2 BHK - 1 Bathroom - 1400 sqft","Owner Free AC Fully Furnished Two Room Set Brokerage 50%","Sector 61, Mohali","Yesterday"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-2800-sq-ft-in-new-chandigarh-chandigarh-iid-1843965886","","₹ 30,000","3 BHK - 3 Bathroom - 2800 sqft","Available 3 BHK ECO CITY 1 NEW CHANDIGARH","New Chandigarh, Chandigarh","Yesterday"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-2800-sq-ft-in-new-chandigarh-chandigarh-iid-1844193582","","₹ 28,500","3 BHK - 3 Bathroom - 2800 sqft","Available 3 bhk in eco city new chandigarh","New Chandigarh, Chandigarh","Yesterday"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-2800-sq-ft-in-new-chandigarh-chandigarh-iid-1844193699","","₹ 25,000","2 BHK - 2 Bathroom - 2800 sqft","Availble 2 bhk in eco city 1 new chandigarh","New Chandigarh, Chandigarh","Yesterday"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-2800-sq-ft-in-new-chandigarh-chandigarh-iid-1844193951","","₹ 25,000","2 BHK - 2 Bathroom - 2800 sqft","Available 2BHK IN OMAX3 CASUIA NEW CHANDIGARH","New Chandigarh, Chandigarh","Yesterday"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1800-sq-ft-in-new-chandigarh-chandigarh-iid-1844771874","","₹ 25,000","2 BHK - 2 Bathroom - 1800 sqft","Available 2BHK FOR RENT","New Chandigarh, Chandigarh","Yesterday"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-2800-sq-ft-in-new-chandigarh-chandigarh-iid-1844195143","","₹ 27,000","3 BHK - 3 Bathroom - 2800 sqft","Available 3bhk in rent eco city new chandigarh","New Chandigarh, Chandigarh","Yesterday"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-2800-sq-ft-in-new-chandigarh-chandigarh-iid-1845300527","","₹ 1,35,000","3 BHK - 3 Bathroom - 2800 sqft","Avilable kothi  total 8Bhk omax3 casia new chandigarh","New Chandigarh, Chandigarh","Yesterday"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-1050-sq-ft-in-sector-61-mohali-iid-1848554441","","₹ 12,001","1 BHK - 1 Bathroom - 1050 sqft","Owner Free AC Fully Furnished One Room Brokerage 50%","Sector 61, Mohali","Yesterday"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1400-sq-ft-in-sector-71-mohali-iid-1848553184","","₹ 14,000","2 BHK - 1 Bathroom - 1400 sqft","Full independent AC Fully Furnished 1BHK Brokerage 50%","Sector 71, Mohali","2 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1500-sq-ft-in-sector-59-mohali-iid-1848548437","","₹ 10,000","2 BHK - 2 Bathroom - 1500 sqft","Flat for rent","Sector 59, Mohali","2 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1000-sq-ft-in-landran-mohali-iid-1848539555","","₹ 4,000","2 BHK - 2 Bathroom - 1000 sqft","Room Partner Required  ₹4000/Month  2BHK Furnished Flat","Landran, Mohali","2 days ago"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-apartments-120-sq-ft-in-sector-41a-chandigarh-iid-1848327619","₹ 8,500","PG 1 room  available for girls","Sector 41A, Chandigarh","","",""
"","₹ 38,000","3 BHK AVAILABLE FOR RENT","Sector 79, Mohali","3 BHK - 2 Bathroom - 2250 sqft","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-200-sq-ft-in-bar-majra-mohali-iid-1838619441","₹ 7,000","1bhk availble for rent at barmajra behind max hospital","Bar Majra, Mohali","1 BHK - 1 Bathroom - 200 sqft","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-1-sq-ft-in-sector-70-mohali-iid-1848199741","₹ 16,000","1 room set available In 3 BHK Flat for 2 Girls Attached Bathroom","Sector 70, Mohali","1 BHK - 1 Bathroom - 1 sqft","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1350-sq-ft-in-sector-77-mohali-iid-1848545515","₹ 26,000","2BHK FURNISHED FLOOR AVAILABLE FOR RENT","Sector 77, Mohali","2 BHK - 2 Bathroom - 1350 sqft","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-1200-sq-ft-in-sohana-village-mohali-iid-1848347770","₹ 6,500","Need  room mate","Sohana Village, Mohali","1 BHK - 1 Bathroom - 1200 sqft","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-4-bhk-apartments-2250-sq-ft-in-landran-mohali-iid-1847951583","₹ 6,000","Boys pg rooms in landra","Landran, Mohali","4+ BHK - 4+ Bathroom - 2250 sqft","",""
"","₹ 11,500","Owner free Flat available for livin couple/boys/ girls","Sector 74, Mohali","1 BHK - 1 Bathroom - 800 sqft","https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-800-sq-ft-in-sector-74-mohali-iid-1847341199","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1250-sq-ft-in-sector-88-mohali-iid-1848539846","₹ 40,000","2BHK PLUS STUDY GATED SOCIETY LUXURIOUS FURNISHED FACING PARK FLAT","Sector 88, Mohali","2 BHK - 2 Bathroom - 1250 sqft","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-175-sq-ft-in-sector-37d-chandigarh-iid-1848405489","₹ 18,000","2 rooms set fully furnished with AC","Sector 37D, Chandigarh","2 BHK - 1 Bathroom - 175 sqft","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-1800-sq-ft-in-sector-89-mohali-iid-1848537579","₹ 16,000","Furnished One Room with kitchen & attached washroom, Sector 89, Mohali","Sector 89, Mohali","1 BHK - 1 Bathroom - 1800 sqft","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1566-sq-ft-in-sector-110-mohali-iid-1848130600","₹ 18,000","3bhk well maintained semi furnished","Sector 110, Mohali","3 BHK - 2 Bathroom - 1566 sqft","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-4-bhk-houses-villas-7800-sq-ft-in-sector-56-mohali-iid-1690492327","₹ 1,55,000","23 bedroom fully furnished house","Sector 56, Mohali","4+ BHK - 4+ Bathroom - 7800 sqft","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1550-sq-ft-in-sector-88-mohali-iid-1847136175","₹ 40,000","Owner free 3bhk semi furnished flat available for rent sector 88 Hero","Sector 88, Mohali","3 BHK - 2 Bathroom - 1550 sqft","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-345-sq-ft-in-sector-61-mohali-iid-1846984446","₹ 20,000","Fully furnished two Room Set","Sector 61, Mohali","1 BHK - 1 Bathroom - 345 sqft","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1550-sq-ft-in-sector-77-mohali-iid-1847135948","₹ 27,000","2bhk furnished house floor available for rent sector 77","Sector 77, Mohali","2 BHK - 2 Bathroom - 1550 sqft","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-900-sq-ft-in-sector-70-mohali-iid-1848166306","₹ 22,000","Fully furnished 2nd floor 2BHK","Sector 70, Mohali","2 BHK - 2 Bathroom - 900 sqft","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-10000-sq-ft-in-sector-79-mohali-iid-1846437629","₹ 12,000","Fully furnished 1RK for family","Sector 79, Mohali","1 BHK - 1 Bathroom - 10000 sqft","",""
"","₹ 34,000","2 bhk luxury floor for family","Sector 78, Mohali","2 BHK - 2 Bathroom - 2240 sqft","https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-2240-sq-ft-in-sector-78-mohali-iid-1846936977","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1800-sq-ft-in-sector-89-mohali-iid-1848524386","₹ 35,000","2BHK, Fully furnished, attached washroom, lobby and open kitchen","Sector 89, Mohali","2 BHK - 2 Bathroom - 1800 sqft","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1800-sq-ft-in-sector-77-mohali-iid-1847718916","₹ 28,000","2bhk indepent working boys sector 78 rent-26-28  serious one contact","Sector 77, Mohali","2 BHK - 2 Bathroom - 1800 sqft","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-504-sq-ft-in-sector-41a-chandigarh-iid-1847806613","₹ 14,500","UNFURNISHED 2 BED-SET FOR RENT TOP FLOOR WITH TERRACE AND STORE ROOM.","Sector 41A, Chandigarh","1 BHK - 1 Bathroom - 504 sqft","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-houses-villas-2200-sq-ft-in-new-chandigarh-chandigarh-iid-1848522528","₹ 35,000","HOUSE NO 1131","New Chandigarh, Chandigarh","3 BHK - 4 Bathroom - 2200 sqft","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-2000-sq-ft-in-new-chandigarh-chandigarh-iid-1848521551","₹ 38,000","3 bhk semi furnished","New Chandigarh, Chandigarh","3 BHK - 3 Bathroom - 2000 sqft","",""
"","₹ 40,000","3BHK , Hero Homes","Sector 88, Mohali","3 BHK - 2 Bathroom - 1481 sqft","https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1481-sq-ft-in-sector-88-mohali-iid-1848115590","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-1800-sq-ft-in-sector-85-mohali-iid-1846433323","₹ 16,500","Owner free 1rk furnished house floor available for rent sector 85 wave","Sector 85, Mohali","1 BHK - 1 Bathroom - 1800 sqft","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-2250-sq-ft-in-sector-91-mohali-iid-1834830669","₹ 37,000","3 BHK semi furnished flat For rent in sector 91","Sector 91, Mohali","3 BHK - 3 Bathroom - 2250 sqft","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-57877-sq-ft-in-sector-60-phase-3b2-mohali-iid-1846776468","₹ 18,000","2 bedroom drawimg room kitchen 2 bath for family phase 3b2 mohali","Sector 60 Phase 3B2, Mohali","2 BHK - 2 Bathroom - 57877 sqft","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-555-sq-ft-in-kurali-chandigarh-rd-kharar-iid-1846311428","₹ 9,500","Independent 1 room set available for rent","Kurali Chandigarh Rd, Kharar","1 BHK - 1 Bathroom - 555 sqft","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-500-sq-ft-in-sector-70-mohali-iid-1848504813","₹ 12,000","1RK semi furnished","Sector 70, Mohali","1 BHK - 1 Bathroom - 500 sqft","",""
"","₹ 40,000","Fully Furnished 2 BHK","Sector 88, Mohali","2 BHK - 2 Bathroom - 1095 sqft","https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1095-sq-ft-in-sector-88-mohali-iid-1845726484","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true"
"","₹ 2,25,000","Villa for rent in Ecocity-1","New Chandigarh, Chandigarh","4+ BHK - 4+ Bathroom - 11000 sqft","https://www.olx.in/item/for-rent-houses-apartments-c1723-4-bhk-houses-villas-11000-sq-ft-in-new-chandigarh-chandigarh-iid-1848512106","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true"
"","₹ 42,000","Fully Furnished 2+1 BHK Hero Homes","Sector 88, Mohali","3 BHK - 2 Bathroom - 1290 sqft","https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1290-sq-ft-in-sector-88-mohali-iid-1845725053","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-1800-sq-ft-in-new-chandigarh-chandigarh-iid-1842036708","₹ 25,000","3bhk available for rent","New Chandigarh, Chandigarh","3 BHK - 2 Bathroom - 1800 sqft","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-580-sq-ft-in-kurali-chandigarh-rd-kharar-iid-1847148166","₹ 12,000","Near prabh ashara Rayat Bhara University","Kurali Chandigarh Rd, Kharar","2 BHK - 1 Bathroom - 580 sqft","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-2-sq-ft-in-sector-85-mohali-iid-1847980602","₹ 6,500","Swimming pool, gym, park","Sector 85, Mohali","1 BHK - 1 Bathroom - 2 sqft","",""
"","₹ 18,000","4 pH 2 romset Boys girl living couple 
But not more than 3 person","Sector 59 Phase 5, Mohali","2 BHK - 1 Bathroom - 1050 sqft","https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1050-sq-ft-in-sector-59-phase-5-mohali-iid-1848305511","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-2100-sq-ft-in-sector-86-mohali-iid-1848507387","₹ 32,000","3bhk for family full furnished sector 86nearby cp mall","Sector 86, Mohali","3 BHK - 2 Bathroom - 2100 sqft","",""
"","₹ 27,000","3 bhk new property for family","Sector 69, Mohali","3 BHK - 2 Bathroom - 2245 sqft","https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-2245-sq-ft-in-sector-69-mohali-iid-1847309441","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-800-sq-ft-in-sector-86-mohali-iid-1839179339","₹ 9,000","1 owner free room available for rent","Sector 86, Mohali","1 BHK - 1 Bathroom - 800 sqft","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-independent-builder-floors-1800-sq-ft-in-phase-2-mohali-iid-1848505444","₹ 22,000","2 BHK - 2 Bathroom - 1800 sqft","2bhk hm flat ground floor for family phase 2 mohali","Phase 2, Mohali"
"","₹ 38,000","3 BHK - 3 Bathroom - 2250 sqft","3 BHK Fully","Sector 88, Mohali"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-houses-villas-1800-sq-ft-in-sector-85-mohali-iid-1847762705","₹ 30,000","3 BHK - 2 Bathroom - 1800 sqft","Owner free indepedent flat 3bhk wave estate sec 99 boys girls familes","Sector 85, Mohali"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-1750-sq-ft-in-sector-85-mohali-iid-1848092189","₹ 40,000","3 BHK - 3 Bathroom - 1750 sqft","3bhk well furnished floor","Sector 85, Mohali"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1800-sq-ft-in-sector-85-mohali-iid-1847100962","₹ 32,000","2 BHK - 2 Bathroom - 1800 sqft","2bhk furnished house floor available for rent sector 85 wave estate","Sector 85, Mohali"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1200-sq-ft-in-sector-77-mohali-iid-1847685849","₹ 30,000","2 BHK - 2 Bathroom - 1200 sqft","2bhk fully furnished owner free","Sector 77, Mohali"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-flats-apartments-1500-sq-ft-in-sector-76-mohali-iid-1848086507","₹ 32,000","2 BHK - 2 Bathroom - 1500 sqft","2bhk, sector 76, (dr. Ambedkar society) for working fully furnished","Sector 76, Mohali"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-4-bhk-houses-villas-2000-sq-ft-in-sector-91-mohali-iid-1846500222","₹ 1,25,000","4+ BHK - 4 Bathroom - 2000 sqft","5 BHK DUPLEX HOUSE","Sector 91, Mohali"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-00-sq-ft-in-sector-89-mohali-iid-1846499263","₹ 27,000","2 BHK - 2 Bathroom - 00 sqft","2bhk fully furnished avavilable for rent","Sector 89, Mohali"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-independent-builder-floors-00-sq-ft-in-sector-89-mohali-iid-1846498940","₹ 25,000","2 BHK - 2 Bathroom - 00 sqft","2bhk kothi floor avavilable for rent","Sector 89, Mohali"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-1200-sq-ft-in-sector-79-mohali-iid-1840214919","₹ 12,000","1 BHK - 1 Bathroom - 1200 sqft","1room fully furnished available for rent","Sector 79, Mohali"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-flats-apartments-1700-sq-ft-in-sector-89-mohali-iid-1840186947","₹ 24,999","2 BHK - 2 Bathroom - 1700 sqft","2bhk fully furnished flat available for rent","Sector 89, Mohali"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-4-bhk-apartments-3200-sq-ft-in-sector-85-mohali-iid-1841939296","₹ 49,999","4 BHK - 4 Bathroom - 3200 sqft","4bhk fully furnished flat available for rent","Sector 85, Mohali"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1500-sq-ft-in-sector-61-mohali-iid-1848487148","₹ 16,000","2 BHK - 1 Bathroom - 1500 sqft","2 room set furnished working boy only","Sector 61, Mohali"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-2000-sq-ft-in-sector-42c-chandigarh-iid-1848486813","₹ 30,000","3 BHK - 2 Bathroom - 2000 sqft","Independent 3 room set fully furnished for girls family","Sector 42C, Chandigarh"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1800-sq-ft-in-sector-110-mohali-iid-1847012668","₹ 20,000","3 BHK - 2 Bathroom - 1800 sqft","Owner listing no brokerage :need family to rent flat in sec 110 mohali","Sector 110, Mohali"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-2100-sq-ft-in-sector-76-mohali-iid-1841376376","₹ 45,000","3 BHK - 3 Bathroom - 2100 sqft","3bhk owner free flat available for rent","Sector 76, Mohali"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1850-sq-ft-in-sector-74-mohali-iid-1840960590","₹ 33,999","3 BHK - 3 Bathroom - 1850 sqft","3bhk Cannaught Residency semi furnished flat available for rent","Sector 74, Mohali"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1661-sq-ft-in-sector-88-mohali-iid-1840960314","₹ 40,000","3 BHK - 3 Bathroom - 1661 sqft","3bhk Hero Homes semi furnished flat available for rent","Sector 88, Mohali"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-2500-sq-ft-in-sector-88-mohali-iid-1840959766","₹ 28,999","2 BHK - 2 Bathroom - 2500 sqft","2bhk purab premium flat available for rent","Sector 88, Mohali"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-1200-sq-ft-in-sector-89-mohali-iid-1840959309","₹ 12,999","1 BHK - 1 Bathroom - 1200 sqft","1 room owner free available for rent","Sector 89, Mohali"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-0-sq-ft-in-sector-70-mohali-iid-1848485600","₹ 17,000","1 BHK - 1 Bathroom - 0 sqft","single room set or 1rk or one room set fully furnished","Sector 70, Mohali"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1200-sq-ft-in-sector-79-mohali-iid-1848485111","₹ 26,000","2 BHK - 2 Bathroom - 1200 sqft","2bhk owner free fully furnished","Sector 79, Mohali"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1750-sq-ft-in-sector-78-mohali-iid-1843220830","₹ 17,500","2 BHK - 2 Bathroom - 1750 sqft","2bhk owner free available for rent","Sector 78, Mohali"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1850-sq-ft-in-sector-86-mohali-iid-1843205816","₹ 17,999","2 BHK - 2 Bathroom - 1850 sqft","2 Room set Owner free available flat for rent","Sector 86, Mohali"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-independent-builder-floors-0-sq-ft-in-sector-60-phase-3b2-mohali-iid-1848475436","₹ 12,500","1 BHK - 1 Bathroom - 0 sqft","only for married couple single room set or 1rk or single room set","Sector 60 Phase 3B2, Mohali"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-2450-sq-ft-in-sector-70-mohali-iid-1842830307","₹ 89,999","3 BHK - 4 Bathroom - 2450 sqft","3bhk Homeland flat available for rent","Sector 70, Mohali"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-1850-sq-ft-in-sector-88-mohali-iid-1842703805","₹ 22,999","1 BHK - 1 Bathroom - 1850 sqft","1bhk Purab Premium fully furnished flat available for rent","Sector 88, Mohali"
"","₹ 22,000","2 BHK - 2 Bathroom - 1350 sqft","2BHK FF, sector 55, Chandigarh","Sector 55, Chandigarh"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-1300-sq-ft-in-sector-79-mohali-iid-1842386522","₹ 17,999","1 BHK - 1 Bathroom - 1300 sqft","1bhk fully furnished flat available for rent","Sector 79, Mohali"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1550-sq-ft-in-sector-89-mohali-iid-1842386048","₹ 24,999","2 BHK - 2 Bathroom - 1550 sqft","2bhk flat fully furnished available for rent","Sector 89, Mohali"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1550-sq-ft-in-sector-110-mohali-iid-1845459704","₹ 19,999","2 BHK - 2 Bathroom - 1550 sqft","2bhk Tdi flat fully furnished available for rent","Sector 110, Mohali"
"","₹ 24,500","3 BHK - 3 Bathroom - 2400 sqft","3BHK independent Floor in Emaar for Rent Sector 108 Mohali","Sector 108, Mohali"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-5445-sq-ft-in-sector-69-mohali-iid-1848230905","₹ 55,000","3 BHK - 3 Bathroom - 5445 sqft","3BHK FLOOR SEMI FURNISHED FOR RENT","Sector 69, Mohali"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-144-sq-ft-in-sector-79-mohali-iid-1848478586","₹ 7,500","1 BHK - 1 Bathroom - 144 sqft","1 room for rent","Sector 79, Mohali"
"","₹ 20,000","2 BHK - 1 Bathroom - 650 sqft","For Rent 2 Room set house (LIG) second floor sector 38 west chd","Sector 38 West, Chandigarh"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1500-sq-ft-in-sector-41d-chandigarh-iid-1848476177","₹ 18,000","2 BHK - 1 Bathroom - 1500 sqft","Two room set fully furnished for students working","Sector 41D, Chandigarh"
