"_1DNjI href","_3vnjf src","_2Ks63","YBbhy","_2poNJ","_2VQu4","_2jcGx"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-2500-sq-ft-in-sector-67-mohali-iid-1843357974","₹ 45,500","3 BHK - 3 Bathroom - 2500 sqft","Brand New Luxry flat for rent furnished 3bhk","Sector 67, Mohali","Jun 14"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-500-sq-ft-in-sector-117-mohali-iid-1846432797","₹ 17,000","1 BHK - 1 Bathroom - 500 sqft","Decent home 117 near airport road","Sector 117, Mohali","Jun 14"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-300-sq-ft-in-sector-59-phase-5-mohali-iid-1846406610","₹ 8,000","1 BHK - 1 Bathroom - 300 sqft","Need Girl Roommate","Sector 59 Phase 5, Mohali","Jun 14"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1200-sq-ft-in-sector-70-mohali-iid-1846427036","₹ 25,000","2 BHK - 2 Bathroom - 1200 sqft","Two Bedrooms Hall Kitchen attached 2 Bathrooms set. First floor","Sector 70, Mohali","Jun 14"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1000-sq-ft-in-sector-71-mohali-iid-1846426777","₹ 20,000","2 BHK - 1 Bathroom - 1000 sqft","Two Furnished Rooms with kitchen bathroom attached. Complete set.","Sector 71, Mohali","Jun 14"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-500-sq-ft-in-sector-59-phase-5-mohali-iid-1846426439","₹ 13,000","1 BHK - 1 Bathroom - 500 sqft","Furnished One Room Kitchen Bathroom set. Independent accommodation","Sector 59 Phase 5, Mohali","Jun 14"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-500-sq-ft-in-sector-68-mohali-iid-1846426247","₹ 14,000","1 BHK - 1 Bathroom - 500 sqft","One Room attached kitchen bathroom independent set. First floor","Sector 68, Mohali","Jun 14"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1106-sq-ft-in-sector-51-chandigarh-iid-1846426034","₹ 18,000","2 BHK - 2 Bathroom - 1106 sqft","Independent 2BHK for Bachelors  Phase 10 Mohali  2 Car Parking","Sector 51, Chandigarh","Jun 14"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-900-sq-ft-in-sector-126-kharar-iid-1846421205","₹ 12,500","2 BHK - 2 Bathroom - 900 sqft","2 Bhk for rent","Sector 126, Kharar","Jun 14"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-500-sq-ft-in-balongi-mohali-iid-1846419444","₹ 2,400","1 BHK - 1 Bathroom - 500 sqft","1bhk independent room need a girl roommate","Balongi, Mohali","Jun 14"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-100-sq-ft-in-sector-59-phase-5-mohali-iid-1846415633","₹ 5,000","1 BHK - 1 Bathroom - 100 sqft","Koi room ho seprate to mujhe mssg kro mujhe room chiy","Sector 59 Phase 5, Mohali","Jun 14"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-900-sq-ft-in-airport-road-mohali-iid-1846412316","₹ 17,000","2 BHK - 2 Bathroom - 900 sqft","Semi-Furnished 2BHK Flat for Rent  Family Only  Parking Available","Airport Road, Mohali","Jun 14"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-2100-sq-ft-in-sante-majra-kharar-iid-1846408684","₹ 25,000","3 BHK - 3 Bathroom - 2100 sqft","3bkh fully furnished flat in sector 115 world one","Sante Majra, Kharar","Jun 14"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-500-sq-ft-in-sector-64-mohali-iid-1846187124","₹ 11,000","1 BHK - 1 Bathroom - 500 sqft","Indpedent 1 room set ground floor phase 10 mohali boys girls prefer","Sector 64, Mohali","Jun 14"
"","₹ 25,000","2 BHK - 2 Bathroom - 1000 sqft","Tolet mohali","Sector 59 Phase 5, Mohali","Jun 14"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-1000-sq-ft-in-sector-76-mohali-iid-1846399856","₹ 19,000","1 BHK - 1 Bathroom - 1000 sqft","1 Room set for rent in a  gated society.","Sector 76, Mohali","Jun 14"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-2200-sq-ft-in-sector-63-mohali-iid-1846389868","₹ 42,000","3 BHK - 3 Bathroom - 2200 sqft","3 bhk fully furnished for working family doctor","Sector 63, Mohali","Jun 14"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-100000-sq-ft-in-airport-road-mohali-iid-1846399071","₹ 12,000","2 BHK - 2 Bathroom - 100000 sqft","Flae mate required","Airport Road, Mohali","Jun 14"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-1000-sq-ft-in-industrial-area-phase-7-mohali-iid-1846394893","₹ 9,500","1 BHK - 1 Bathroom - 1000 sqft","Independent 1 room set:9500,2 room set:15500,3 room set:20500 for rent","Industrial Area Phase 7, Mohali","Jun 14"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-100-sq-ft-in-phase-1-mohali-iid-1846391000","₹ 7,000","1 BHK - 1 Bathroom - 100 sqft","All types 1 bhk available","Phase 1, Mohali","Jun 14"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-100-sq-ft-in-sector-39c-chandigarh-iid-1846131647","₹ 20,000","2 BHK - 1 Bathroom - 100 sqft","Sector 39 independent first floor","Sector 39C, Chandigarh","Jun 14"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-100-sq-ft-in-green-enclave-colony-mohali-iid-1846386052","₹ 5,500","1 BHK - 1 Bathroom - 100 sqft","Balongi , nit and clean room, coolar fridge wifi","Green Enclave Colony, Mohali","Jun 14"
"","₹ 22,500","2 BHK - 1 Bathroom - 000 sqft","2 room set furnished in wave estate","Sector 85, Mohali","Jun 14"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-flats-apartments-1200-sq-ft-in-airport-road-mohali-iid-1846371301","₹ 18,000","2 BHK - 2 Bathroom - 1200 sqft","2bhk fully furnished","Airport Road, Mohali","Jun 14"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1380-sq-ft-in-sector-126-kharar-iid-1846360599","₹ 25,000","2 BHK - 2 Bathroom - 1380 sqft","2bhk fully furnished flat in Kharar owner free","Sector 126, Kharar","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-4-bhk-apartments-3012-sq-ft-in-sas-nagar-punjab-iid-1846360248","₹ 83,000","4+ BHK - 4+ Bathroom - 3012 sqft","Premium 4+1 BHK Apartment for Rent – Falcon View, Mohali","S.A.S. Nagar, Punjab","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-individual-house-villa-300-sq-ft-in-landran-mohali-iid-1846342520","₹ 16,000","2 BHK - 1 Bathroom - 300 sqft","Two room with kitchen washroom","Landran, Mohali","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-700-sq-ft-in-sector-126-kharar-iid-1846338916","₹ 8,200","1 BHK - 1 Bathroom - 700 sqft","Single room fully furnished, freez, bed, almira RO","Sector 126, Kharar","Jun 13"
"","₹ 35,000","2 BHK - 2 Bathroom - 0000 sqft","2bhk furnished flat Purab premium","Sector 88, Mohali","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-4-bhk-houses-villas-2500-sq-ft-in-sector-64-mohali-iid-1846334207","₹ 35,000","4 BHK - 3 Bathroom - 2500 sqft","4 bhk kothi first floor phase 10 mohali","Sector 64, Mohali","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-2221-sq-ft-in-sector-78-mohali-iid-1846333507","₹ 6,998","1 BHK - 1 Bathroom - 2221 sqft","One room in 3 BHK for only single working girl.(Prime location)","Sector 78, Mohali","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-1200-sq-ft-in-sector-126-kharar-iid-1846331105","₹ 14,000","1 BHK - 1 Bathroom - 1200 sqft","1BHK fully furnished flat","Sector 126, Kharar","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-4500-sq-ft-in-sector-61-mohali-iid-1846319549","₹ 35,000","2 BHK - 1 Bathroom - 4500 sqft","1 bhk duplex independent house in one kanl plot for rent","Sector 61, Mohali","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-900-sq-ft-in-sector-126-mohali-iid-1846318965","₹ 8,200","3 BHK - 3 Bathroom - 900 sqft","1 room +wasroom in 3 bhk flat","Sector 126, Mohali","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-2500-sq-ft-in-sector-118-mohali-iid-1846318944","₹ 8,500","1 BHK - 1 Bathroom - 2500 sqft","One girl roommate required already 1 girl live there","Sector 118, Mohali","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-400-sq-ft-in-sector-61-mohali-iid-1846316275","₹ 25,000","2 BHK - 2 Bathroom - 400 sqft","2Bhk Available","Sector 61, Mohali","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-1250-sq-ft-in-sector-44d-chandigarh-iid-1846310155","₹ 15,000","1 BHK - 1 Bathroom - 1250 sqft","1 double bed, seprate washroom and kitchen , common fridge ,geyser","Sector 44D, Chandigarh","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-900-sq-ft-in-sector-77-mohali-iid-1845903158","₹ 7,000","1 BHK - 1 Bathroom - 900 sqft","Girl onlyRoomate  needed urgent","Sector 77, Mohali","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-100-sq-ft-in-balongi-mohali-iid-1846261736","₹ 1,500","1 BHK - 1 Bathroom - 100 sqft","Only for 1 girl","Balongi, Mohali","Jun 13"
"","₹ 25,000","3 BHK - 2 Bathroom - 1200 sqft","3BHK for Rent","Sector 117, Mohali","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-builder-floors-12-sq-ft-in-industrial-area-phase-3-mohali-iid-1846303660","₹ 4,500","","Room in sharing","Industrial Area Phase 3, Mohali","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1400-sq-ft-in-sector-63-mohali-iid-1846300144","₹ 35,000","2 BHK - 2 Bathroom - 1400 sqft","2 BHK FULLY FURNISHED FLAT FOR RENT","Sector 63, Mohali","Jun 13"
"","₹ 25,000","","2bhk sector 98 semi furnished","Sector 98, Mohali","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-400-sq-ft-in-sector-61-mohali-iid-1846293634","₹ 14,000","1 BHK - 1 Bathroom - 400 sqft","Only girl /Boys/","Sector 61, Mohali","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-196-sq-ft-in-mauli-mohali-iid-1772403950","₹ 7,000","1 BHK - 1 Bathroom - 196 sqft","Indepdent Room for Rent","Mauli, Mohali","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1200-sq-ft-in-sante-majra-kharar-iid-1846283106","₹ 14,000","2 BHK - 1 Bathroom - 1200 sqft","2Bhk independent fully furnished @14000","Sante Majra, Kharar","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1180-sq-ft-in-sector-126-mohali-iid-1846282820","₹ 24,000","2 BHK - 2 Bathroom - 1180 sqft","Good condition near T.DI","Sector 126, Mohali","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1375-sq-ft-in-sector-110-mohali-iid-1846281255","₹ 28,000","3 BHK - 2 Bathroom - 1375 sqft","Fully furnished 2+1 with study/kids room available for rent for family","Sector 110, Mohali","Jun 13"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-4200-sq-ft-in-sector-88-mohali-iid-1846239083","₹ 18,000","3 BHK - 2 Bathroom - 4200 sqft","Looking working Female flatmate","Sector 88, Mohali","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-900-sq-ft-in-sector-78-mohali-iid-1662676655","₹ 28,000","2 BHK - 2 Bathroom - 900 sqft","Independent G.F with 2 Bedroom drawing dinning 2 bathrooms","Sector 78, Mohali","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-10-sq-ft-in-sector-70-mohali-iid-1846093748","₹ 7,500","1 BHK - 1 Bathroom - 10 sqft","INDEPENDENT ROOM WITH ATTACHED KITCHEN AND WASHROOM, With A/C cooler","Sector 70, Mohali","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-200-sq-ft-in-mauli-mohali-iid-1845759830","₹ 7,500","1 BHK - 1 Bathroom - 200 sqft","Roomate need independent pg 80","Mauli, Mohali","Jun 12"
"","₹ 26,000","3 BHK - 2 Bathroom - 1800 sqft","Kothi top floor 3bhk","Sector 78, Mohali","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1000-sq-ft-in-sector-66-mohali-iid-1846223937","₹ 20,000","","Full independent and furnished flat","Sector 66, Mohali","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-2000-sq-ft-in-sector-59-mohali-iid-1846193415","₹ 14,500","2 BHK - 2 Bathroom - 2000 sqft","1room 2room 3room fully furnished owner free ground floor and first fl","Sector 59, Mohali","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-2200-sq-ft-in-sector-59-phase-5-mohali-iid-1846216143","₹ 26,000","2 BHK - 2 Bathroom - 2200 sqft","Secor -59 phase 5","Sector 59 Phase 5, Mohali","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-4-bhk-houses-villas-250-sq-ft-in-airport-road-mohali-iid-1845961748","₹ 15,000","4+ BHK - 4+ Bathroom - 250 sqft","Fully furnished pg for boys nd girls per seat","Airport Road, Mohali","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-2000-sq-ft-in-sector-89-mohali-iid-1846202749","₹ 22,000","1 BHK - 1 Bathroom - 2000 sqft","1 bhk available on rent","Sector 89, Mohali","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1800-sq-ft-in-sector-63-mohali-iid-1846200196","₹ 36,500","2 BHK - 2 Bathroom - 1800 sqft","2 BHK FULLY FURNISHED & INDEPENDENT","Sector 63, Mohali","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-1000-sq-ft-in-sector-71-mohali-iid-1846199356","₹ 11,000","1 BHK - 1 Bathroom - 1000 sqft","Sec:71 furnished 1 room set:11000,2 room set:17000 for rent in mohali.","Sector 71, Mohali","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-0000-sq-ft-in-sector-80-mohali-iid-1846199041","₹ 6,500","1 BHK - 1 Bathroom - 0000 sqft","One room set fully furnished direct owner","Sector 80, Mohali","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-130-sq-ft-in-model-town-kharar-iid-1846193744","₹ 25,000","3 BHK - 3 Bathroom - 130 sqft","3BHK FULLY FURNISHED FLAT FOR RENT READY TO MOVE IN","Model Town, Kharar","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1019-sq-ft-in-landran-mohali-iid-1846188329","₹ 18,500","2 BHK - 2 Bathroom - 1019 sqft","1bhk,  2bhk , 3bhk , fully furnished indipendent","Landran, Mohali","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-600-sq-ft-in-sector-88-mohali-iid-1846178847","₹ 20,000","1 BHK - 1 Bathroom - 600 sqft","Fully Furnished Studio Apartment for Rent","Sector 88, Mohali","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-2250-sq-ft-in-phase-2-mohali-iid-1842749501","₹ 6,500","3 BHK - 3 Bathroom - 2250 sqft","For Girls Luxurious 3Bhk 3 bath house for rent @ Phase 2 Mohali.","Phase 2, Mohali","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-1821-sq-ft-in-sector-60-mohali-iid-1846163496","₹ 23,000","3 BHK - 3 Bathroom - 1821 sqft","Newly built 3bhk for family","Sector 60, Mohali","Jun 12"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1200-sq-ft-in-phase-1-mohali-iid-1846158279","₹ 6,500","2 BHK - 2 Bathroom - 1200 sqft","Rent for girls only","Phase 1, Mohali","Jun 11"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-1200-sq-ft-in-sector-94-mohali-iid-1846154590","₹ 26,000","3 BHK - 2 Bathroom - 1200 sqft","2bhk fully furnished flat and floor available","Sector 94, Mohali","Jun 11"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1000-sq-ft-in-sector-61-mohali-iid-1846146648","₹ 20,000","2 BHK - 1 Bathroom - 1000 sqft","Furnished Two Rooms Kitchen Bathroom set. Independent set.Second floor","Sector 61, Mohali","Jun 11"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1200-sq-ft-in-sector-64-mohali-iid-1846146253","₹ 20,000","2 BHK - 2 Bathroom - 1200 sqft","Two Bedrooms Hall Kitchen 2  Bathrooms Verandah complete set.Top floor","Sector 64, Mohali","Jun 11"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1000-sq-ft-in-sector-64-mohali-iid-1846145924","₹ 14,000","2 BHK - 1 Bathroom - 1000 sqft","Two Rooms Kitchen Bathroom independent set. Too floor. Phase 10","Sector 64, Mohali","Jun 11"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-500-sq-ft-in-sector-80-mohali-iid-1846145437","₹ 13,000","1 BHK - 1 Bathroom - 500 sqft","One Room with kitchen bathroom independent set. Furnished. Top floor","Sector 80, Mohali","Jun 11"
"","₹ 49,999","3 BHK - 3 Bathroom - 1476 sqft","Independent 3BHK Fully Furnished Airconditioned Flat for RENT by Owner","Sector 50, Chandigarh","Jun 11"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-0-sq-ft-in-sector-89-mohali-iid-1846143125","₹ 12,500","3 BHK - 3 Bathroom - 0 sqft","1Room + washroom available in 3BHK","Sector 89, Mohali","Jun 11"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-555-sq-ft-in-bar-majra-mohali-iid-1846143018","₹ 10,000","2 BHK - 2 Bathroom - 555 sqft","Bad majra village near dara studio","Bar Majra, Mohali","Jun 11"
"","₹ 42,000","4 BHK - 2 Bathroom - 000 sqft","4bhk furnished flat for it company girls ya family","Sector 64, Mohali","Jun 11"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-2000-sq-ft-in-sector-111-mohali-iid-1846140932","₹ 18,000","2 BHK - 2 Bathroom - 2000 sqft","2 BHK FOR RENT FOR FAMILY","Sector 111, Mohali","Jun 11"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-2200-sq-ft-in-lakhnaur-mohali-iid-1846111693","₹ 42,000","2 BHK - 2 Bathroom - 2200 sqft","Gilllco Parkhill 2bhk","Lakhnaur, Mohali","Jun 11"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-2000-sq-ft-in-landran-mohali-iid-1846109822","₹ 28,000","3 BHK - 2 Bathroom - 2000 sqft","Flat for rent","Landran, Mohali","Jun 11"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-400-sq-ft-in-desu-majra-kharar-iid-1846105747","₹ 6,500","1 BHK - 1 Bathroom - 400 sqft","Independent Room with no restrictions","Desu Majra, Kharar","Jun 11"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-1500-sq-ft-in-sector-79-mohali-iid-1846104376","₹ 6,000","1 BHK - 1 Bathroom - 1500 sqft","Fully independent AC Room equired Sharing room mate girl only","Sector 79, Mohali","Jun 11"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1500-sq-ft-in-sante-majra-kharar-iid-1845917824","₹ 24,999","3 BHK - 3 Bathroom - 1500 sqft","3bhk fully  furnished flat for rent landran mohali","Sante Majra, Kharar","Jun 11"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1800-sq-ft-in-sector-89-mohali-iid-1846098559","₹ 26,500","2 BHK - 2 Bathroom - 1800 sqft","Furnished 2bhk, Sector 89, Mohali","Sector 89, Mohali","Jun 11"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-2000-sq-ft-in-sector-53-mohali-iid-1846098495","₹ 13,500","2 BHK - 2 Bathroom - 2000 sqft","1room 2room 3room fully furnished owner free ground floor and first fl","Sector 53, Mohali","Jun 11"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-1000-sq-ft-in-phase-1-mohali-iid-1846094862","₹ 10,000","1 BHK - 1 Bathroom - 1000 sqft","Owner free 1 room set:10000,2 room set:16000 for rent in mohali..","Phase 1, Mohali","Jun 11"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-flats-apartments-1067-sq-ft-in-sector-63-mohali-iid-1846090889","₹ 30,063","2 BHK - 2 Bathroom - 1067 sqft","Boys or girls only 2 bhk attached 2 washroom","Sector 63, Mohali","Jun 11"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1500-sq-ft-in-sector-91-mohali-iid-1846084202","₹ 24,000","2 BHK - 2 Bathroom - 1500 sqft","2bhk fully independent nd fully furnished house","Sector 91, Mohali","Jun 11"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1500-sq-ft-in-sector-44d-chandigarh-iid-1846081346","₹ 20,000","2 BHK - 1 Bathroom - 1500 sqft","Independent 2 room fully furnished for students working only","Sector 44D, Chandigarh","Jun 11"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1000-sq-ft-in-sector-71-mohali-iid-1846079025","₹ 10,000","2 BHK - 2 Bathroom - 1000 sqft","One room in 3bhk.","Sector 71, Mohali","Jun 11"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-200-sq-ft-in-sector-61-chandigarh-iid-1846074759","₹ 6,500","2 BHK - 1 Bathroom - 200 sqft","One Male Flatmate Needed","Sector 61, Chandigarh","Jun 11"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-250-sq-ft-in-bar-majra-mohali-iid-1846067513","₹ 4,799","1 BHK - 1 Bathroom - 250 sqft","1 Semi Furnished Room With Attached Kitchen Available For Rent","Bar Majra, Mohali","Jun 11"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-11000-sq-ft-in-phase-2-mohali-iid-1846064235","₹ 28,000","2 BHK - 2 Bathroom - 11000 sqft","TOLET INDEPENDENT FLOOR 2BHK","Phase 2, Mohali","Jun 11"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-400-sq-ft-in-sector-80-mohali-iid-1846064501","₹ 33,000","3 BHK - 2 Bathroom - 400 sqft","Mohali  girls/ Family","Sector 80, Mohali","Jun 11"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-120-sq-ft-in-chajju-majra-mohali-iid-1846064200","₹ 24,000","2 BHK - 2 Bathroom - 120 sqft","Fully Furnished Flat for Rent","Chajju Majra, Mohali","Jun 11"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-100-sq-ft-in-industrial-area-phase-8b-mohali-iid-1846056252","₹ 5,000","2 BHK - 1 Bathroom - 100 sqft","Room mates required","Industrial Area Phase 8B, Mohali","Jun 10"
"","₹ 40,000","3 BHK - 3 Bathroom - 2200 sqft","3BHK for family.","Sector 80, Mohali","Jun 10"
"","₹ 21,000","2 BHK - 1 Bathroom - 1000 sqft","2bhk furnished with owner","Sector 89, Mohali","Jun 10"
"","₹ 22,000","2 BHK - 1 Bathroom - 1000 sqft","2bhk semi furnished","Sector 89, Mohali","Jun 10"
"","₹ 26,000","2 BHK - 2 Bathroom - 2800 sqft","2bhk semi only for family.","Sector 89, Mohali","Jun 10"
"","₹ 16,000","1 BHK - 1 Bathroom - 800 sqft","One room fully furnished available","Sector 69, Mohali","Jun 10"
"","₹ 19,000","","Owner free proper one bhk Furnished Independent one bhk available","Sector 66, Mohali","Jun 10"
"","₹ 20,000","1 BHK - 1 Bathroom - 600 sqft","One bhk fully furnished available near sector 67 mohali","Sector 66, Mohali","Jun 10"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-1200-sq-ft-in-airport-road-mohali-iid-1846039268","₹ 10,000","1 BHK - 1 Bathroom - 1200 sqft","Fully furnished 1 BHK flat for rent","Airport Road, Mohali","Jun 10"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-1000-sq-ft-in-sector-126-kharar-iid-1845945691","₹ 6,000","1 BHK - 1 Bathroom - 1000 sqft","One room for rent","Sector 126, Kharar","Jun 10"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1800-sq-ft-in-sector-51-chandigarh-iid-1846029407","₹ 35,000","","3 BHK Family Apartment for Rent","Sector 51, Chandigarh","Jun 10"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1550-sq-ft-in-sante-majra-kharar-iid-1846027196","₹ 27,000","3 BHK - 3 Bathroom - 1550 sqft","For Rent 3Bhk Flat CASA HOME Fully Furnished","Sante Majra, Kharar","Jun 10"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1500-sq-ft-in-sante-majra-kharar-iid-1846025535","₹ 27,000","3 BHK - 3 Bathroom - 1500 sqft","For Rent 3Bhk Flat Fully Furished First Floor For/ Boys/ Girls/ Family","Sante Majra, Kharar","Jun 10"
"","₹ 45,000","3 BHK - 3 Bathroom - 2400 sqft","in depended Flat, 5th floor  , park facing, luxury society, sector 91,","Sector 91, Mohali","Jun 10"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-1000-sq-ft-in-sector-91-mohali-iid-1846014097","₹ 9,000","1 BHK - 1 Bathroom - 1000 sqft","1 BHK independent room available for rent","Sector 91, Mohali","Jun 10"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1000-sq-ft-in-sector-67-mohali-iid-1846008110","₹ 20,000","2 BHK - 1 Bathroom - 1000 sqft","Two Furnished Rooms attached Kitchen and Bathroom set. Independent set","Sector 67, Mohali","Jun 10"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1500-sq-ft-in-sector-50-chandigarh-iid-1846005151","₹ 26,000","2 BHK - 2 Bathroom - 1500 sqft","2BHK spacious flat attached 2 bathrooms. First floor.","Sector 50, Chandigarh","Jun 10"
